Record_ID,Year,Country,Region,Income_Level,Depression_Rate_Pct,Anxiety_Rate_Pct,Bipolar_Disorder_Rate_Pct,Schizophrenia_Rate_Pct,PTSD_Rate_Pct,Eating_Disorder_Rate_Pct,Substance_Use_Disorder_Pct,Suicide_Rate_Per_100k,Treatment_Gap_Pct,Healthcare_Access_Index,Psychiatrists_Per_100k,Govt_MentalHealth_Spending_PctGDP,Avg_Daily_Screen_Time_Hours,Unemployment_Rate_Pct,Urbanization_Rate_Pct,Social_Support_Index,Stigma_Index,Mental_Health_Crisis_Index,Crisis_Level
GMHCI-0269,2022,China,Asia,Upper-Middle,9.88,14.2,2.06,0.94,5.16,3.65,10.76,16.41,64.0,53.4,7.37,5.55,4.9,9.0,78.9,79.7,55.7,67.57,High
GMHCI-0270,2021,Turkey,Asia,Upper-Middle,10.9,16.51,2.43,0.388,3.9,0.63,11.46,7.32,51.0,52.6,6.86,3.57,4.8,16.1,64.2,42.8,39.1,53.99,High
GMHCI-0271,2023,South Korea,Asia,High,15.93,10.21,1.86,0.875,3.31,2.83,6.44,8.12,47.5,82.9,14.42,9.15,8.1,19.0,37.0,79.1,18.3,52.7,High
GMHCI-0272,2024,Russia,Europe,Upper-Middle,9.29,16.61,2.62,1.177,2.26,3.36,11.68,13.9,66.7,45.2,5.43,4.75,7.6,13.4,33.4,61.5,46.2,64.45,High
GMHCI-0273,2016,Egypt,Africa,Lower-Middle,7.13,11.38,3.23,0.699,3.7,3.58,11.66,9.81,80.8,26.9,1.12,0.98,9.8,23.8,31.4,92.3,83.0,58.69,High
GMHCI-0274,2021,China,Asia,Upper-Middle,11.48,8.68,2.66,0.558,5.53,3.3,2.24,11.84,59.2,70.6,7.11,5.69,4.5,16.4,65.3,21.4,19.9,52.33,High
GMHCI-0275,2016,Sweden,Europe,High,16.5,19.95,1.94,0.676,1.94,1.04,6.19,8.85,25.1,77.3,23.69,9.54,8.9,9.4,33.7,72.3,31.0,61.84,High
GMHCI-0276,2019,Australia,Oceania,High,11.97,15.03,2.42,0.506,7.43,1.55,1.9,11.93,51.7,97.4,12.78,11.64,5.2,25.7,37.8,41.7,0.0,54.77,High
GMHCI-0277,2022,Saudi Arabia,Asia,High,15.36,14.4,3.04,1.154,2.63,0.67,2.43,10.56,45.9,92.0,11.17,7.06,10.4,15.3,60.1,91.4,7.4,57.23,High
GMHCI-0278,2024,Pakistan,Asia,Lower-Middle,10.69,10.65,2.54,0.446,2.9,2.61,5.87,7.47,86.6,41.1,1.36,1.52,3.5,4.7,45.1,64.2,58.6,56.95,High
GMHCI-0279,2015,Colombia,South America,Upper-Middle,6.08,12.57,2.9,0.54,2.09,1.76,5.17,6.2,71.3,53.7,5.35,4.67,5.6,2.3,72.8,41.0,54.7,47.6,Moderate
GMHCI-0280,2024,Brazil,South America,Upper-Middle,14.21,13.17,1.81,0.963,6.34,0.86,9.38,7.9,59.4,57.9,8.16,4.84,7.2,8.6,69.4,73.0,46.5,58.75,High
GMHCI-0281,2017,Colombia,South America,Upper-Middle,14.93,12.94,1.86,0.228,5.98,3.63,11.44,12.61,64.8,72.7,2.83,4.34,6.1,25.1,79.2,28.7,32.5,64.81,High
GMHCI-0282,2018,Thailand,Asia,Upper-Middle,10.5,16.08,3.27,0.602,8.7,3.67,9.13,11.46,58.1,61.4,4.99,4.01,10.2,14.7,86.6,38.8,44.6,60.7,High
GMHCI-0283,2024,Iran,Asia,Upper-Middle,11.59,17.84,2.71,0.499,6.42,0.61,3.88,16.2,58.1,57.5,2.35,2.17,6.7,4.8,63.5,59.5,35.6,69.05,High
GMHCI-0284,2015,Australia,Oceania,High,10.33,18.6,2.65,0.736,6.47,3.11,10.13,7.51,27.7,91.9,15.79,6.49,6.2,7.5,97.3,65.8,14.8,48.15,Moderate
GMHCI-0285,2016,Canada,North America,High,13.46,17.26,0.85,0.89,3.01,0.59,6.6,7.36,49.0,76.8,23.73,8.49,6.8,12.5,80.9,25.4,13.9,54.19,High
GMHCI-0286,2018,South Korea,Asia,High,9.0,11.57,1.22,0.267,5.66,1.5,8.1,12.19,48.5,77.2,8.19,7.86,9.4,15.0,58.4,90.0,22.2,50.7,High
GMHCI-0287,2016,Sweden,Europe,High,11.2,21.0,0.77,0.465,6.98,3.2,4.26,7.67,53.0,72.8,13.92,4.17,4.9,22.9,83.9,39.5,32.0,58.21,High
GMHCI-0288,2021,United States,North America,High,13.61,14.7,2.0,0.626,1.62,0.95,8.98,11.07,35.9,79.9,18.14,8.37,5.2,18.6,56.7,84.3,16.2,55.57,High
GMHCI-0289,2017,China,Asia,Upper-Middle,6.52,17.88,0.53,1.178,3.32,1.9,7.28,8.98,61.8,51.0,7.83,2.79,6.0,23.4,39.3,35.3,49.3,54.64,High
GMHCI-0290,2019,France,Europe,High,11.14,16.88,2.69,0.736,1.84,1.08,2.5,13.04,34.2,90.9,17.84,11.94,5.7,18.3,73.3,56.6,18.4,56.92,High
GMHCI-0291,2021,Poland,Europe,Upper-Middle,14.38,11.06,3.15,0.539,4.61,2.19,11.28,7.89,57.2,61.9,9.52,3.48,5.1,22.3,39.9,55.1,41.6,55.98,High
GMHCI-0292,2019,United Kingdom,Europe,High,16.84,15.18,0.64,0.427,4.44,2.69,11.02,13.09,36.9,96.0,11.19,9.0,9.6,13.6,86.6,20.4,7.5,62.14,High
GMHCI-0293,2021,Poland,Europe,Upper-Middle,13.25,11.64,2.56,0.778,5.11,2.45,5.95,5.94,61.3,62.8,6.6,4.09,7.7,20.8,32.5,33.1,46.5,53.59,High
GMHCI-0294,2016,Philippines,Asia,Lower-Middle,10.06,11.92,1.0,0.743,2.74,2.33,8.4,5.1,80.9,46.1,1.1,2.27,10.5,5.0,66.4,78.2,56.9,52.81,High
GMHCI-0295,2019,Argentina,South America,Upper-Middle,14.64,8.32,1.0,0.362,7.29,2.87,10.35,10.17,54.5,69.5,3.11,3.02,3.3,20.8,91.3,40.8,25.9,54.25,High
GMHCI-0296,2019,South Africa,Africa,Upper-Middle,6.5,17.59,1.28,0.713,5.52,2.67,10.93,10.37,74.7,52.8,3.59,3.12,3.8,14.4,66.6,59.9,52.0,58.66,High
GMHCI-0297,2017,Ukraine,Europe,Lower-Middle,6.39,7.05,3.04,0.851,7.97,1.75,11.98,10.31,72.6,36.0,0.92,2.5,10.4,17.0,58.6,69.8,70.2,51.25,High
GMHCI-0298,2016,India,Asia,Lower-Middle,5.43,13.8,1.13,1.01,6.49,2.76,2.92,6.87,78.9,41.1,0.69,1.13,7.4,19.4,59.9,21.5,61.1,50.87,High
GMHCI-0299,2024,Mexico,North America,Upper-Middle,9.13,15.27,1.19,0.8,8.59,1.64,1.99,15.56,72.9,47.3,6.25,5.78,8.6,11.8,55.5,84.4,48.1,66.55,High
GMHCI-0300,2019,Argentina,South America,Upper-Middle,10.21,15.13,2.68,0.944,4.06,1.97,1.7,14.29,51.1,56.1,6.2,2.72,4.6,2.1,39.5,50.0,49.2,62.98,High
GMHCI-0301,2021,Nigeria,Africa,Lower-Middle,10.02,11.08,3.37,0.464,7.97,3.4,5.44,3.04,70.4,49.3,0.25,1.21,10.3,19.2,72.5,41.5,48.5,46.26,Moderate
GMHCI-0302,2019,France,Europe,High,16.57,17.34,3.22,0.372,6.19,1.97,9.24,13.89,38.7,76.9,21.09,8.79,5.8,6.8,80.0,70.8,14.6,66.18,High
GMHCI-0303,2022,New Zealand,Oceania,High,14.85,12.99,1.82,0.795,4.69,1.07,3.82,15.41,49.8,91.3,8.21,8.48,7.5,23.6,31.3,60.2,14.3,63.6,High
GMHCI-0304,2023,Sweden,Europe,High,12.81,19.52,0.65,0.714,8.93,2.37,4.02,9.76,41.7,96.3,15.32,5.5,10.4,4.3,97.6,65.1,2.5,55.85,High
GMHCI-0305,2022,Japan,Asia,High,17.63,17.73,0.81,1.109,1.53,2.84,5.56,11.79,50.4,97.3,17.44,5.19,3.6,14.8,97.1,60.4,8.7,66.0,High
GMHCI-0306,2023,Ukraine,Europe,Lower-Middle,9.2,6.24,1.22,0.208,3.33,3.25,2.96,5.8,72.4,34.3,1.63,1.53,10.6,7.4,86.3,81.2,74.5,48.76,Moderate
GMHCI-0307,2017,Ukraine,Europe,Lower-Middle,5.43,12.15,1.57,0.307,8.23,1.94,9.98,4.22,70.4,47.6,1.52,0.72,4.8,8.5,53.5,26.2,45.2,42.0,Moderate
GMHCI-0308,2019,Saudi Arabia,Asia,High,9.66,18.68,0.52,1.022,2.49,2.18,8.54,4.21,42.0,92.0,19.75,6.07,8.2,4.2,33.7,24.4,3.7,43.23,Moderate
GMHCI-0309,2018,Italy,Europe,High,14.7,21.98,1.83,0.74,6.16,1.97,8.58,4.9,53.3,87.3,17.73,6.71,3.1,15.1,53.4,51.6,10.8,56.98,High
GMHCI-0310,2023,Pakistan,Asia,Lower-Middle,6.44,13.55,1.67,0.923,4.16,1.08,3.97,8.39,76.2,23.5,0.91,2.03,6.0,22.4,65.1,43.4,68.6,54.87,High
GMHCI-0311,2023,France,Europe,High,12.48,14.19,2.62,0.301,4.24,3.27,3.11,15.13,53.1,80.9,22.39,9.3,7.3,27.0,59.3,60.0,22.7,62.78,High
GMHCI-0312,2024,Norway,Europe,High,12.64,11.12,3.25,0.312,5.91,1.72,4.6,13.94,38.2,83.7,18.12,5.28,4.8,13.9,51.2,43.2,26.1,56.79,High
GMHCI-0313,2024,Bangladesh,Asia,Lower-Middle,7.53,6.1,2.36,1.017,6.99,3.62,11.52,4.09,87.9,23.0,0.78,0.54,3.2,2.5,29.8,92.9,74.4,46.3,Moderate
GMHCI-0314,2016,South Africa,Africa,Upper-Middle,10.88,11.17,1.05,0.608,5.43,2.29,2.38,6.87,61.5,73.1,2.04,3.28,10.2,16.5,74.1,26.9,24.7,47.93,Moderate
GMHCI-0315,2023,Norway,Europe,High,8.26,20.83,3.29,0.875,8.41,1.71,11.92,5.69,35.2,71.8,12.5,7.82,9.5,14.0,39.2,20.7,33.8,48.77,Moderate
GMHCI-0316,2017,Iran,Asia,Upper-Middle,6.89,8.82,2.48,0.579,2.49,2.54,8.63,8.28,65.0,51.7,8.57,4.55,4.6,8.7,30.5,42.6,39.9,45.02,Moderate
GMHCI-0317,2015,Tanzania,Africa,Low,7.81,9.56,2.13,0.664,1.72,2.18,11.93,6.85,94.4,9.4,0.3,0.8,8.0,2.1,88.4,50.4,94.9,57.74,High
GMHCI-0318,2021,Pakistan,Asia,Lower-Middle,4.03,11.61,0.9,0.983,3.33,3.09,2.88,6.66,87.7,39.5,0.89,1.81,9.2,15.5,84.2,90.9,59.2,47.71,Moderate
GMHCI-0319,2016,Australia,Oceania,High,14.81,10.88,3.28,0.967,7.19,3.38,6.42,10.0,43.4,83.5,11.39,9.45,8.2,19.3,81.8,86.7,24.4,54.65,High
GMHCI-0320,2021,United States,North America,High,15.83,14.6,2.08,0.644,5.39,0.66,6.57,9.89,51.8,72.8,21.69,8.52,8.9,3.6,83.6,49.3,25.9,60.81,High
GMHCI-0321,2021,Colombia,South America,Upper-Middle,8.96,17.0,2.55,0.277,6.3,3.61,11.85,8.73,69.3,73.4,3.68,4.78,4.1,2.6,36.8,58.8,27.1,54.7,High
GMHCI-0322,2016,Saudi Arabia,Asia,High,15.82,15.3,3.46,0.381,5.31,2.33,5.68,13.4,41.6,75.0,8.45,11.4,6.2,16.6,38.2,25.4,19.8,63.83,High
GMHCI-0323,2015,Colombia,South America,Upper-Middle,13.29,17.54,3.14,0.507,5.72,1.04,11.48,10.71,56.4,45.8,9.57,3.43,7.1,8.4,72.6,44.2,56.4,66.37,High
GMHCI-0324,2016,Netherlands,Europe,High,8.21,13.67,2.73,0.291,3.81,0.52,5.4,10.34,32.8,77.0,13.54,9.24,6.7,22.3,53.2,65.4,21.6,46.45,Moderate
GMHCI-0325,2019,Russia,Europe,Upper-Middle,12.24,11.88,2.0,0.635,2.29,2.81,8.34,8.59,65.5,57.9,9.58,5.03,3.9,19.0,64.8,93.6,33.0,54.71,High
GMHCI-0326,2016,Netherlands,Europe,High,10.63,11.16,0.64,0.29,8.96,1.12,5.65,15.63,27.2,72.5,24.2,4.32,7.9,26.4,67.5,43.5,21.4,53.99,High
GMHCI-0327,2019,Italy,Europe,High,16.27,19.18,1.06,0.853,2.43,1.57,9.52,8.01,41.7,86.8,16.11,10.48,10.7,26.2,87.3,66.3,9.3,58.94,High
GMHCI-0328,2017,Japan,Asia,High,11.48,21.83,2.5,0.925,6.04,1.68,5.58,13.71,27.7,82.6,22.11,5.13,7.1,11.1,54.4,38.2,14.5,61.25,High
GMHCI-0329,2018,Ghana,Africa,Lower-Middle,5.15,12.04,2.37,0.399,2.2,2.75,4.76,3.25,73.8,32.4,0.38,1.71,4.5,17.8,75.6,54.1,71.4,44.62,Moderate
GMHCI-0330,2024,Colombia,South America,Upper-Middle,10.24,10.1,1.19,1.089,8.88,2.05,12.0,10.17,53.2,52.7,3.34,4.57,7.3,22.8,65.2,78.9,54.8,53.89,High
GMHCI-0331,2020,Germany,Europe,High,9.56,20.94,2.28,0.588,2.16,2.4,10.04,8.55,54.9,94.0,9.35,8.44,4.1,10.5,67.6,50.0,13.2,54.57,High
GMHCI-0332,2018,Canada,North America,High,10.92,11.53,2.16,0.824,1.24,3.27,3.63,10.6,25.6,97.7,19.7,10.84,10.8,26.9,33.9,82.4,0.0,44.29,Moderate
GMHCI-0333,2021,Japan,Asia,High,8.17,17.96,2.15,0.476,8.45,1.98,8.94,12.85,34.0,90.8,22.5,11.77,8.6,27.3,52.4,39.9,18.1,53.44,High
GMHCI-0334,2023,Pakistan,Asia,Lower-Middle,4.15,6.42,0.84,0.717,3.95,1.52,11.47,11.49,79.4,41.2,1.07,1.26,3.7,8.1,62.6,47.5,53.9,47.8,Moderate
GMHCI-0335,2022,Mexico,North America,Upper-Middle,8.54,14.86,1.92,0.256,4.15,3.94,5.4,6.85,64.4,75.0,3.29,3.86,9.9,2.2,71.4,66.4,24.1,48.36,Moderate
GMHCI-0336,2022,Ukraine,Europe,Lower-Middle,9.85,7.11,1.76,0.503,1.73,1.7,11.56,8.83,81.5,22.5,1.15,0.83,6.1,5.2,45.9,29.6,83.9,57.47,High
GMHCI-0337,2024,Egypt,Africa,Lower-Middle,11.56,7.59,1.82,0.584,8.48,3.57,5.64,3.66,84.5,46.0,1.57,0.71,4.2,4.8,35.2,60.0,61.1,50.14,High
GMHCI-0338,2018,Bangladesh,Asia,Lower-Middle,9.24,10.43,1.01,0.262,8.49,2.86,6.63,10.49,81.6,35.7,1.59,1.21,5.3,10.9,47.1,56.9,64.7,59.08,High
GMHCI-0339,2017,Bangladesh,Asia,Lower-Middle,4.53,5.89,0.75,0.811,1.41,2.66,11.15,8.61,83.3,26.3,0.72,1.96,5.7,4.9,59.2,21.0,77.1,47.92,Moderate
GMHCI-0340,2020,Mexico,North America,Upper-Middle,12.96,16.85,1.32,0.552,5.23,3.38,4.21,8.3,51.1,46.1,8.22,3.49,3.8,25.5,50.1,41.9,47.1,59.73,High
GMHCI-0341,2018,Ghana,Africa,Lower-Middle,9.0,8.97,2.24,0.342,6.15,2.1,3.04,10.39,71.8,49.0,0.82,2.11,7.6,14.3,70.4,88.6,43.1,52.54,High
GMHCI-0342,2023,Sweden,Europe,High,10.98,10.81,1.81,0.657,4.82,1.57,9.53,7.49,47.9,92.1,15.61,6.55,10.3,13.8,91.9,72.2,17.7,45.47,Moderate
GMHCI-0343,2021,New Zealand,Oceania,High,17.12,12.53,2.07,0.266,8.62,3.12,9.22,8.09,36.7,72.9,15.24,10.59,4.8,5.9,86.1,94.1,26.1,55.94,High
GMHCI-0344,2017,Nigeria,Africa,Lower-Middle,5.43,8.89,3.12,0.559,1.16,1.29,3.97,10.6,82.7,28.7,1.0,2.14,7.6,10.4,34.9,71.7,81.0,55.15,High
GMHCI-0345,2020,New Zealand,Oceania,High,14.62,13.68,1.24,0.362,8.89,1.49,7.06,14.5,46.3,95.4,13.27,5.65,8.1,22.9,38.8,58.2,0.0,59.97,High
GMHCI-0346,2017,Ghana,Africa,Lower-Middle,4.54,11.02,1.25,1.126,3.64,1.08,6.08,8.53,71.3,21.6,1.73,1.87,6.3,7.1,43.1,57.7,75.9,50.47,High
GMHCI-0347,2023,South Africa,Africa,Upper-Middle,12.83,9.88,2.06,1.029,1.85,2.73,7.62,16.23,64.4,71.7,4.74,2.01,3.5,10.3,35.0,82.3,27.4,63.31,High
GMHCI-0348,2015,Japan,Asia,High,17.2,17.12,1.84,1.104,5.28,3.69,7.78,11.66,29.2,88.0,11.58,10.57,4.3,14.8,67.4,57.3,10.9,61.75,High
GMHCI-0349,2024,Canada,North America,High,16.39,10.19,1.18,1.165,5.85,1.18,8.83,5.22,31.4,86.0,8.06,7.04,4.1,3.4,32.5,53.3,8.9,45.42,Moderate
GMHCI-0350,2020,Australia,Oceania,High,13.2,14.94,1.23,0.712,5.98,2.96,8.96,6.47,52.6,81.3,9.22,8.56,5.4,22.0,48.4,54.5,27.7,53.11,High
GMHCI-0351,2017,Italy,Europe,High,8.98,14.04,3.16,0.594,5.1,3.91,6.15,7.54,54.8,70.9,16.46,9.4,8.7,17.9,36.5,64.5,21.9,47.38,Moderate
GMHCI-0352,2015,Iran,Asia,Upper-Middle,11.5,9.89,2.36,0.755,2.84,3.32,4.17,6.31,65.0,47.0,3.28,3.39,9.0,8.6,45.2,22.1,52.9,51.61,High
GMHCI-0353,2023,Argentina,South America,Upper-Middle,13.24,17.46,0.82,0.581,4.77,2.12,11.16,5.46,70.0,48.7,3.15,3.13,7.5,3.6,80.2,40.9,51.1,60.22,High
GMHCI-0354,2023,South Korea,Asia,High,16.16,15.43,1.7,0.658,6.14,3.41,9.53,6.83,49.0,80.2,24.1,9.38,9.7,15.8,46.7,77.6,17.0,56.01,High
GMHCI-0355,2020,China,Asia,Upper-Middle,9.7,13.73,2.77,1.075,6.04,1.33,10.25,17.8,58.1,71.4,2.41,3.41,4.4,10.5,78.1,33.0,38.2,65.3,High
GMHCI-0356,2023,Poland,Europe,Upper-Middle,13.32,11.61,2.57,0.569,4.06,0.99,3.32,12.59,73.2,74.7,4.86,5.0,9.7,26.5,94.2,68.9,30.1,62.26,High
GMHCI-0357,2016,Pakistan,Asia,Lower-Middle,10.47,9.25,2.94,0.251,5.09,2.49,1.84,7.48,82.1,31.1,0.13,2.05,9.0,25.1,90.7,25.6,64.2,55.54,High
GMHCI-0358,2019,Ghana,Africa,Lower-Middle,8.49,5.24,1.99,0.208,6.31,2.13,2.61,6.11,82.1,38.5,1.0,1.13,5.2,13.3,63.2,21.5,59.7,46.56,Moderate
GMHCI-0359,2020,Mexico,North America,Upper-Middle,8.82,12.71,0.92,0.585,5.29,3.47,9.32,14.8,65.8,67.4,4.9,5.17,9.2,16.3,62.3,24.6,41.6,60.67,High
GMHCI-0360,2018,Iran,Asia,Upper-Middle,6.51,8.18,1.8,0.514,3.69,2.37,3.45,14.89,65.5,68.7,6.75,3.67,5.3,8.4,69.6,41.4,25.8,51.05,High
GMHCI-0361,2015,Spain,Europe,High,16.41,11.13,3.23,0.236,3.37,2.0,5.85,7.35,53.1,96.6,14.53,5.05,10.9,16.9,32.1,56.1,0.0,51.25,High
GMHCI-0362,2016,Poland,Europe,Upper-Middle,7.28,14.64,1.47,0.671,8.28,2.57,9.88,16.78,65.2,71.3,6.52,3.76,5.2,22.7,93.7,38.1,21.4,59.92,High
GMHCI-0363,2021,Nigeria,Africa,Lower-Middle,4.34,5.79,1.86,0.427,5.78,2.31,9.68,5.16,71.1,48.4,1.67,1.56,9.0,19.0,39.6,69.6,59.6,38.28,Moderate
GMHCI-0364,2023,Iran,Asia,Upper-Middle,12.1,15.07,1.65,0.894,3.99,1.7,2.97,11.88,68.3,48.3,7.27,2.34,10.3,4.4,42.8,27.2,57.0,66.01,High
GMHCI-0365,2021,Egypt,Africa,Lower-Middle,5.83,11.08,2.49,0.497,6.57,3.3,3.99,7.68,83.1,37.9,1.1,0.81,9.1,23.6,65.1,42.6,69.6,52.0,High
GMHCI-0366,2024,Indonesia,Asia,Lower-Middle,9.83,9.57,0.53,0.444,1.75,1.32,9.32,6.45,84.0,49.2,1.63,2.28,7.5,26.5,31.4,55.5,43.5,50.69,High
GMHCI-0367,2019,Philippines,Asia,Lower-Middle,7.52,5.74,1.47,1.107,6.34,1.57,3.01,5.27,76.8,42.6,0.58,2.11,6.2,23.0,32.4,36.0,59.8,43.71,Moderate
GMHCI-0368,2018,United Kingdom,Europe,High,9.74,14.64,1.2,1.179,1.71,1.02,9.39,13.11,34.6,71.5,19.74,11.0,6.1,8.6,72.6,38.6,32.1,55.16,High
GMHCI-0369,2017,Bangladesh,Asia,Lower-Middle,4.75,11.05,1.64,0.536,6.59,2.55,9.86,7.67,79.7,21.5,0.28,2.28,6.7,4.6,59.7,73.0,85.8,52.36,High
GMHCI-0370,2019,Argentina,South America,Upper-Middle,11.39,10.95,3.34,1.199,8.75,1.66,1.83,6.67,61.5,63.7,8.23,4.13,10.9,2.7,52.8,35.2,41.8,50.72,High
GMHCI-0371,2015,United Kingdom,Europe,High,14.07,21.19,2.66,0.691,3.96,2.04,10.93,8.34,26.0,87.4,18.32,8.23,9.4,4.6,38.4,36.6,10.5,55.94,High
GMHCI-0372,2021,Indonesia,Asia,Lower-Middle,10.56,11.46,1.65,0.606,6.48,1.11,3.99,6.44,78.7,37.0,1.6,1.15,9.4,24.4,91.9,60.9,59.4,54.99,High
GMHCI-0373,2024,South Korea,Asia,High,16.66,12.91,3.07,0.751,2.27,1.54,6.98,8.72,40.9,91.3,20.32,9.27,6.1,4.4,39.1,61.7,5.1,54.01,High
GMHCI-0374,2024,Russia,Europe,Upper-Middle,11.47,11.86,1.09,0.757,3.3,3.14,11.63,16.44,63.4,67.3,7.71,2.41,7.5,3.0,42.6,46.3,39.6,65.19,High
GMHCI-0375,2024,Germany,Europe,High,17.74,12.2,3.32,0.435,7.88,3.81,5.5,15.93,25.4,83.9,12.06,11.83,6.0,22.6,71.7,58.0,13.4,63.75,High
GMHCI-0376,2019,China,Asia,Upper-Middle,11.23,16.65,2.24,1.02,7.75,1.12,8.17,5.33,55.1,57.1,4.32,2.07,3.4,7.6,86.3,58.7,36.3,52.02,High
GMHCI-0377,2017,Thailand,Asia,Upper-Middle,6.76,8.61,2.46,0.493,8.73,1.96,10.28,15.12,63.2,48.0,4.3,3.84,3.4,25.7,96.1,36.8,57.1,56.45,High
GMHCI-0378,2017,France,Europe,High,10.38,12.46,1.46,0.282,8.71,1.67,8.77,14.48,46.1,85.0,17.61,10.19,8.2,9.3,87.0,51.9,14.7,55.12,High
GMHCI-0379,2015,China,Asia,Upper-Middle,12.51,11.9,1.52,1.141,1.2,3.84,5.31,12.48,64.7,60.2,9.68,5.43,3.3,13.4,27.8,26.7,42.1,61.74,High
GMHCI-0380,2023,Ghana,Africa,Lower-Middle,6.33,6.56,0.63,0.839,1.85,3.61,8.32,11.11,83.4,40.8,0.57,1.74,8.2,6.6,76.1,81.7,58.9,51.79,High
GMHCI-0381,2019,Egypt,Africa,Lower-Middle,11.4,5.26,2.82,0.339,5.71,2.57,6.49,11.8,76.0,49.9,1.37,0.54,10.2,19.0,92.7,36.9,50.5,56.21,High
GMHCI-0382,2018,Italy,Europe,High,13.73,20.91,1.96,0.387,4.13,1.97,4.3,8.17,51.9,85.6,11.47,11.7,6.0,19.1,92.5,40.6,19.3,60.26,High
GMHCI-0383,2023,Thailand,Asia,Upper-Middle,14.94,13.5,2.45,0.543,4.24,1.85,7.05,17.22,70.2,67.3,8.1,3.97,8.3,10.6,34.5,69.0,22.8,71.1,High
GMHCI-0384,2017,Ghana,Africa,Lower-Middle,7.41,5.81,2.41,0.688,6.54,1.28,7.88,8.82,86.7,28.9,1.72,1.17,10.7,26.2,95.9,50.3,75.2,52.37,High
GMHCI-0385,2019,Ukraine,Europe,Lower-Middle,7.64,9.21,3.07,1.009,4.87,1.16,5.84,7.05,85.0,22.3,0.22,1.65,3.3,17.3,56.8,84.8,74.1,52.9,High
GMHCI-0386,2021,Iran,Asia,Upper-Middle,9.47,11.91,1.21,0.731,5.64,1.8,9.27,15.96,58.2,60.6,2.97,4.9,5.0,5.1,51.4,56.5,37.9,60.74,High
GMHCI-0387,2020,Colombia,South America,Upper-Middle,8.02,8.83,0.94,0.56,7.66,0.57,6.85,6.66,55.5,60.6,2.87,2.54,4.6,21.2,70.6,33.8,48.9,44.25,Moderate
GMHCI-0388,2022,Canada,North America,High,12.46,17.39,1.66,0.633,6.31,1.99,8.31,4.31,42.2,94.7,19.24,5.8,10.4,21.4,69.1,25.4,9.9,47.04,Moderate
GMHCI-0389,2022,Norway,Europe,High,17.82,10.09,0.51,0.681,8.95,1.95,6.94,6.45,51.5,89.8,16.09,9.59,5.5,9.7,94.0,90.5,17.3,53.36,High
GMHCI-0390,2022,Argentina,South America,Upper-Middle,14.07,8.91,2.66,0.253,2.81,1.14,5.25,17.0,65.4,60.4,8.36,2.64,3.6,19.7,84.4,80.0,33.5,66.29,High
GMHCI-0391,2018,Japan,Asia,High,15.88,19.13,3.44,1.085,6.25,3.92,2.33,4.66,49.6,95.0,15.25,5.65,3.2,15.1,43.3,54.2,4.7,54.22,High
GMHCI-0392,2015,Kenya,Africa,Lower-Middle,11.23,5.39,2.94,0.66,1.89,3.83,9.86,8.95,83.5,35.6,0.62,1.67,5.2,22.7,77.4,21.0,58.2,54.44,High
GMHCI-0393,2022,France,Europe,High,15.9,16.43,1.91,1.151,7.13,2.38,11.47,9.26,51.3,92.1,13.66,8.8,11.0,8.0,43.7,85.0,3.1,58.2,High
GMHCI-0394,2020,Argentina,South America,Upper-Middle,6.87,11.99,1.71,0.556,6.91,2.27,6.69,8.59,68.5,52.0,5.17,3.46,6.0,26.3,73.4,28.9,42.1,49.17,Moderate
GMHCI-0395,2017,Ghana,Africa,Lower-Middle,8.27,11.33,1.53,1.076,2.53,0.91,8.63,9.27,81.3,26.9,1.75,1.48,8.4,20.5,40.5,61.9,70.9,57.74,High
GMHCI-0396,2023,Bangladesh,Asia,Lower-Middle,6.17,7.76,3.23,0.425,8.32,1.85,6.44,9.18,77.2,33.5,1.77,0.98,7.0,8.4,73.0,57.0,64.9,49.93,Moderate
GMHCI-0397,2016,Mexico,North America,Upper-Middle,9.68,9.79,2.09,0.682,2.07,2.76,4.98,7.48,60.7,56.8,5.83,4.38,3.6,4.9,66.2,46.3,44.0,48.62,Moderate
GMHCI-0398,2018,United States,North America,High,12.99,13.02,2.55,0.801,4.4,2.71,11.79,4.71,38.3,74.2,9.65,8.53,6.1,2.5,91.5,64.9,17.5,44.91,Moderate
GMHCI-0399,2022,United States,North America,High,8.9,20.7,0.69,0.287,5.75,2.84,4.53,9.7,40.2,89.6,24.26,6.21,3.2,4.3,36.6,53.0,3.6,51.34,High
GMHCI-0400,2023,Netherlands,Europe,High,15.66,18.24,3.25,0.418,7.96,3.99,10.86,5.54,42.4,73.3,16.5,4.68,5.8,15.9,68.0,36.3,29.3,56.91,High
GMHCI-0401,2022,Saudi Arabia,Asia,High,17.21,13.8,1.89,0.411,3.19,1.93,2.62,12.83,25.6,77.8,23.11,9.57,10.7,5.9,88.5,35.3,29.4,62.6,High
GMHCI-0402,2018,United States,North America,High,17.82,21.85,1.79,0.481,2.19,2.15,10.45,6.37,32.6,76.9,24.4,9.64,3.4,7.6,86.2,75.1,22.0,61.75,High
GMHCI-0403,2024,Mexico,North America,Upper-Middle,10.16,17.2,1.32,0.559,5.49,2.37,4.58,10.06,59.6,51.5,8.2,2.24,9.6,27.9,35.5,65.0,40.6,58.93,High
